"場次","日期","班級","題組","組別","學號","題號","次數","問句","答句","結果","提交時間"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","2","09001 09002","2","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:49.440Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","2","09001 09002","3","1","Who's he?","He's my father.","正確","2026-09-15T10:12:52.306Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","2","09001 09002","4","1","Who's she?","She's my mother.","正確","2026-09-15T10:12:54.334Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","2","09001 09002","5","1","Who's she?","She's my grandmother.","正確","2026-09-15T10:12:57.536Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","2","09001 09002","6","1","Who's he?","He's my brother.","正確","2026-09-15T10:12:59.870Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","2","09001 09002","7","1","Who's she?","She's my mother.","正確","2026-09-15T10:13:02.642Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","3","09501 09502 09503","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:41.983Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","3","09501 09502 09503","2","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","3","09501 09502 09503","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","3","09501 09502 09503","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","3","09501 09502 09503","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","3","09501 09502 09503","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","3","09501 09502 09503","7","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","4","09401 09402","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:39.107Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","4","09401 09402","2","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","4","09401 09402","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","4","09401 09402","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","4","09401 09402","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","4","09401 09402","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","4","09401 09402","7","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","5","09201 09202","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:42.197Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","5","09201 09202","2","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:48.108Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","5","09201 09202","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","5","09201 09202","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","5","09201 09202","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","5","09201 09202","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","5","09201 09202","7","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","6","09301 09302 09303","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:42.413Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","6","09301 09302 09303","2","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","6","09301 09302 09303","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","6","09301 09302 09303","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","6","09301 09302 09303","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","6","09301 09302 09303","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","6","09301 09302 09303","7","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","7","09801 09802","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:39.441Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","7","09801 09802","2","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","7","09801 09802","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","7","09801 09802","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","7","09801 09802","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","7","09801 09802","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","7","09801 09802","7","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","8","09601 09602","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:42.275Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","8","09601 09602","2","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","8","09601 09602","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","8","09601 09602","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","8","09601 09602","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","8","09601 09602","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","8","09601 09602","7","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","9","09701 09702 09703","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:42.474Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","9","09701 09702 09703","2","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","9","09701 09702 09703","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","9","09701 09702 09703","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","9","09701 09702 09703","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","9","09701 09702 09703","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","9","09701 09702 09703","7","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","10","09901 09902 09903","1","1","Who's she?","She's my sister.","正確","2026-09-15T10:12:41.992Z"
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","10","09901 09902 09903","2","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","10","09901 09902 09903","3","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","10","09901 09902 09903","4","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","10","09901 09902 09903","5","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","10","09901 09902 09903","6","0","","","未作答",""
"C75197A656D295F1","2026-09-15T10:12:21.902Z","QA 多巴胺10組驗證","家人句型｜七題示範","10","09901 09902 09903","7","0","","","未作答",""
