"場次","日期","班級","題組","組別","學號","題號","次數","問句","答句","結果","提交時間"
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","9","09901 09902 09903","2","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","9","09901 09902 09903","3","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","9","09901 09902 09903","4","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","9","09901 09902 09903","5","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","9","09901 09902 09903","6","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","9","09901 09902 09903","7","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","10","09601 09602","1","1","Who's she?","She's my sister.","正確","2026-09-15T03:07:52.265Z"
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","10","09601 09602","2","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","10","09601 09602","3","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","10","09601 09602","4","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","10","09601 09602","5","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","10","09601 09602","6","0","","","未作答",""
"7B8A981F1C7E197B","2026-09-15T03:07:28.327Z","QA 10組即時驗證","家人句型｜七題示範","10","09601 09602","7","0","","","未作答",""
